Blue Seal;GT46;450mm Twin Tank Twin Basket Gas Fryer;7;1817.2;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;GT46_UK_HR.png;GT46_LH_UK_HR.png;450;812;1085;58;
Blue Seal;GT46E;450mm Twin Tank Twin Basket Gas Fryer;7;2448.5;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;GT46E_UK_HR.png;450;812;1085;58;
Blue Seal;GT60;600mm Triple Basket Single Tank Gas Fryer;7;2478;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;GT60_3BASKETS_UK_HR.png;GT60_2BASKETS_UK_HR.png;600;812;1085;58;
Blue Seal;GT60E;600mm Triple Basket Single Tank Gas Fryer;7;2837.9;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;GT60E_2BASKETS_UK_HR.png;600;812;1085;58;
Blue Seal;E43;450mm Single Tank Twin Basket Electric Fryer;7;1811.3;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;E43_UK_HR.png;450;812;1085;58;
Blue Seal;E43E;450mm Single Tank Twin Basket Electric Fryer;7;2236.1;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;E43E_UK_HR.png;450;812;1085;58;
Blue Seal;E44;450mm Twin Tank Twin Basket Electric Fryer;7;1864.4;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;E44M_UK_HR.png;E44M_LH_UK_HR.png;450;812;1085;58;
Blue Seal;E44E;450mm Twin Tank Twin Basket Electric Fryer;7;2289.2;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;E44E_UK_HR.png;450;812;1085;58;
Blue Seal;G47;450mm Single Tank Twin Basket Gas Pasta Cooker;7;1982.4;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;G47_2BASKETS_LH_UK_HR.png;G47_2BASKETS_UK_HR.png;G47_4BASKETS_LH_UK_HR.png;G47_4BASKETS_UK_HR.png;450;812;1085;58;
Blue Seal;E47-7;450mm Single Tank 4 Basket Electric Pasta Cooker;7;1982.4;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;E47_UK_HR.png;450;812;1085;58;
